gender,  age, family,  income,  marital, education, period, mailing, recent, total
1, 21, 1, 15, 0, 2, 6, 0, 3.65, 19.4
0, 22, 1, 35, 0, 2, 1, 1, 1.65, 1.65
1, 43, 1, 41, 0, 2, 21, 1, 6.15, 118.15
0, 32, 2, 71, 0, 4, 7, 1, 3.6, 19.1
1, 56, 2, 608, 1, 3, 65, 0, 14.55, 964.85
1, 37, 1, 44, 0, 4, 64, 1, 16.15, 965.3
0, 30, 2, 41, 0, 2, 4, 0, 2, 9.9
1, 45, 2, 83, 1, 3, 67, 1, 27, 1724.8
0, 35, 2, 28, 0, 2, 22, 0, 6.6, 180.55
1, 37, 2, 101, 1, 2, 51, 0, 14.95, 736.85
1, 28, 1, 28, 0, 1, 50, 0, 6.4, 330.95
0, 47, 2, 35, 1, 2, 31, 0, 11.95, 390.6
1, 28, 1, 39, 0, 2, 4, 0, 7.1, 23.8
0, 56, 1, 51, 0, 4, 60, 1, 15.25, 873.7
1, 31, 6, 31, 1, 2, 7, 1, 5.05, 38.05
1, 40, 1, 209, 0, 4, 20, 1, 7.2, 172.1
1, 23, 4, 37, 1, 3, 19, 0, 8.4, 136.05
1, 37, 2, 64, 1, 4, 58, 1, 10.8, 634.75
1, 64, 1, 88, 0, 3, 65, 1, 15.1, 1017.9
0, 61, 3, 61, 1, 1, 72, 0, 27.35, 1980.15
0, 42, 1, 66, 0, 3, 8, 1, 1.95, 16.85
0, 40, 2, 19, 1, 3, 33, 0, 5.05, 178.9
1, 34, 5, 42, 1, 2, 18, 0, 6.45, 104.05
0, 31, 5, 41, 1, 2, 24, 0, 8.5, 196.8
1, 36, 1, 50, 0, 1, 70, 0, 20.55, 1407.15
0, 38, 1, 70, 0, 4, 7, 1, 3.85, 26.65
1, 59, 1, 85, 0, 1, 70, 0, 38.9, 2711
1, 48, 2, 45, 1, 3, 20, 0, 10.7, 192.15
0, 32, 2, 27, 1, 1, 54, 0, 33.95, 1801.3
0, 48, 1, 29, 0, 1, 36, 0, 6, 222.8
1, 53, 2, 48, 1, 4, 71, 0, 34.95, 2506.05
0, 41, 1, 32, 0, 2, 17, 0, 12.6, 208
0, 45, 3, 43, 1, 1, 18, 0, 4.45, 78.65
1, 27, 1, 16, 0, 5, 16, 1, 5.45, 102.75
1, 30, 2, 22, 1, 2, 38, 1, 5.6, 215.05
1, 45, 3, 40, 1, 3, 52, 1, 8.45, 512.65
0, 48, 6, 256, 1, 3, 46, 0, 13.8, 612.55
0, 46, 1, 144, 0, 4, 31, 1, 7.6, 271.55
0, 31, 2, 45, 0, 4, 23, 1, 5, 119.5
1, 56, 3, 34, 1, 2, 38, 0, 7.8, 272.75
1, 54, 1, 248, 0, 3, 50, 0, 11.05, 497.9
0, 49, 1, 41, 0, 2, 16, 0, 4.1, 62.45
1, 34, 2, 27, 1, 4, 14, 1, 6.05, 90.2
1, 52, 1, 17, 0, 3, 30, 0, 10.3, 367.4
1, 47, 3, 44, 1, 4, 22, 1, 9, 194.55
0, 55, 4, 135, 1, 2, 38, 1, 12.15, 467.75
1, 26, 3, 41, 1, 4, 59, 0, 12.65, 804
0, 55, 1, 587, 0, 3, 54, 0, 13, 650.85
1, 40, 1, 38, 0, 4, 9, 1, 3.35, 37.7
1, 67, 2, 49, 1, 2, 67, 1, 14.3, 924.55
1, 44, 2, 33, 0, 3, 24, 1, 4.65, 100.95
1, 55, 2, 36, 1, 1, 12, 0, 5.95, 73.35
0, 47, 1, 54, 0, 3, 26, 1, 7.1, 205.4
0, 32, 4, 58, 0, 2, 3, 1, 2.75, 5.7
1, 46, 2, 23, 0, 5, 20, 1, 4.75, 82.3
0, 52, 2, 97, 1, 5, 5, 0, 3.1, 12.9
1, 53, 1, 207, 0, 3, 58, 1, 7.3, 447.15
0, 28, 4, 21, 1, 3, 54, 0, 10.4, 567.55
1, 39, 1, 119, 0, 3, 52, 1, 10.5, 556.5
1, 30, 4, 25, 1, 1, 38, 0, 3.95, 179.75
0, 46, 1, 59, 0, 3, 19, 0, 5.6, 97.25
0, 33, 4, 24, 1, 1, 22, 1, 7.1, 153.4
0, 35, 5, 113, 1, 4, 49, 1, 16.1, 818.45
1, 39, 2, 22, 0, 1, 5, 0, 4.7, 32.95
0, 69, 1, 11, 0, 1, 18, 0, 3.85, 62.75
1, 29, 4, 33, 0, 1, 43, 0, 22.05, 1042.95
0, 50, 1, 205, 0, 5, 17, 1, 6.95, 121.45
1, 33, 3, 41, 0, 3, 37, 1, 9.2, 347.1
1, 39, 1, 39, 0, 1, 8, 0, 3.15, 29.05
1, 46, 6, 107, 1, 2, 51, 0, 17.3, 840
1, 55, 3, 198, 1, 1, 71, 0, 17.8, 1218
1, 53, 2, 100, 1, 5, 56, 1, 14.15, 752.9
0, 68, 1, 1131, 0, 2, 70, 0, 14.85, 1104.4
1, 53, 2, 360, 0, 3, 62, 0, 31.9, 1892.85
1, 52, 2, 162, 1, 2, 50, 1, 12.85, 599.05
1, 31, 3, 29, 0, 5, 1, 1, 1.45, 1.45
0, 26, 2, 38, 0, 4, 15, 1, 7.4, 91.7
1, 55, 2, 82, 1, 3, 72, 1, 62.3, 4333
0, 47, 4, 159, 1, 2, 69, 0, 25.2, 1714.7
0, 44, 1, 201, 0, 2, 32, 0, 7.65, 237.85
1, 25, 2, 27, 1, 4, 19, 0, 9.55, 172.55
1, 54, 1, 57, 0, 3, 42, 1, 8.7, 356.45
0, 49, 1, 45, 0, 1, 51, 0, 15.7, 815.05
1, 22, 4, 17, 1, 2, 32, 0, 4.8, 157.25
0, 55, 2, 61, 1, 1, 26, 0, 4.25, 102.45
0, 44, 2, 418, 1, 4, 39, 0, 7.05, 269
1, 53, 1, 152, 0, 2, 72, 0, 43.25, 3115
0, 39, 2, 38, 0, 4, 4, 0, 2.8, 9.35
0, 50, 3, 151, 1, 4, 54, 0, 21.95, 1248.25
1, 40, 3, 23, 1, 4, 34, 1, 5.95, 207.7
1, 25, 3, 33, 1, 4, 20, 1, 4.55, 115.65
0, 49, 1, 26, 0, 1, 14, 0, 6.5, 86.7
1, 59, 1, 89, 0, 1, 61, 0, 17.35, 988.8
0, 24, 1, 25, 0, 4, 4, 0, 3.75, 12.4
0, 48, 2, 59, 0, 2, 16, 0, 7.85, 104.9
1, 41, 3, 55, 0, 2, 13, 1, 4.85, 55.65
1, 37, 2, 25, 1, 3, 53, 1, 9.95, 558.15
1, 36, 7, 39, 1, 2, 58, 1, 16.4, 933.1
1, 38, 2, 56, 1, 1, 25, 0, 10.55, 290.25
0, 61, 2, 155, 1, 3, 71, 0, 23.9, 1684.05
1, 33, 4, 119, 1, 5, 22, 1, 4.3, 88.5
0, 48, 2, 64, 1, 3, 46, 1, 10.2, 393.55
0, 50, 2, 333, 1, 5, 66, 0, 10.3, 659.55
1, 58, 3, 26, 1, 2, 69, 0, 32.65, 2321.8
0, 49, 4, 33, 1, 4, 38, 1, 6.85, 285.55
0, 35, 1, 46, 0, 3, 16, 1, 5.1, 74.1
0, 39, 4, 41, 1, 2, 44, 1, 7.55, 353.3
0, 50, 1, 31, 0, 1, 50, 0, 11.95, 540.5
1, 23, 1, 29, 0, 4, 10, 1, 4.95, 62.1
0, 41, 1, 94, 0, 2, 7, 1, 3.85, 27.95
0, 48, 1, 288, 0, 3, 71, 0, 30.9, 2123.6
1, 39, 5, 31, 1, 1, 16, 0, 5, 69.6
1, 20, 2, 25, 0, 2, 6, 0, 1.9, 19.3
0, 55, 1, 269, 0, 2, 46, 0, 10.1, 449.7
0, 49, 4, 203, 1, 3, 51, 0, 17.6, 961.9
0, 34, 2, 22, 0, 2, 5, 1, 3.6, 16.1
1, 54, 4, 25, 1, 2, 49, 0, 14.65, 719.5
0, 51, 2, 222, 1, 5, 49, 1, 12.25, 575.6
0, 30, 2, 76, 1, 3, 26, 1, 9.45, 214.7
1, 39, 1, 55, 0, 2, 22, 1, 5.4, 81.55
0, 45, 2, 46, 1, 3, 51, 0, 20.7, 1082.4
0, 27, 4, 56, 1, 4, 19, 1, 4.75, 97.85
1, 36, 5, 79, 0, 3, 9, 0, 5.8, 44.55
1, 25, 2, 51, 1, 3, 15, 0, 3.15, 45.35
0, 63, 1, 61, 0, 1, 57, 0, 12.7, 767.75
1, 45, 2, 41, 0, 1, 48, 0, 10.2, 445.7
1, 53, 2, 50, 1, 2, 9, 1, 3.1, 22
0, 52, 1, 82, 0, 1, 61, 0, 12.1, 751.75
0, 53, 1, 108, 0, 1, 72, 0, 32.55, 2361.35
1, 60, 1, 14, 0, 2, 57, 0, 16.1, 938.65
0, 51, 1, 46, 0, 1, 57, 0, 15.1, 901.05
0, 60, 3, 46, 1, 1, 37, 0, 8.8, 293.65
0, 51, 2, 146, 0, 4, 45, 1, 20.25, 869.75
1, 39, 5, 36, 1, 1, 45, 0, 15.2, 736.75
1, 44, 1, 83, 0, 1, 55, 0, 17.35, 973.1
0, 27, 5, 17, 0, 3, 24, 0, 5.2, 89
0, 20, 1, 18, 0, 3, 1, 1, 4.2, 4.2
1, 23, 4, 24, 1, 1, 34, 0, 6, 203.25
1, 37, 4, 48, 1, 3, 14, 0, 4.9, 78.2
0, 32, 1, 47, 0, 1, 6, 0, 3.85, 29.9
0, 30, 2, 25, 0, 4, 24, 1, 8.7, 186.6
1, 26, 3, 59, 1, 4, 3, 0, 2.55, 2.7
0, 30, 3, 45, 0, 4, 4, 1, 3.65, 8.85
0, 40, 2, 163, 1, 4, 72, 1, 39, 2914
1, 56, 1, 63, 0, 2, 44, 0, 7.5, 342.2
0, 43, 1, 27, 0, 3, 50, 0, 15, 817.85
1, 50, 2, 190, 1, 2, 61, 1, 16.85, 1063.15
0, 52, 2, 106, 1, 2, 34, 0, 4.95, 153.5
1, 54, 2, 26, 1, 3, 26, 1, 5.2, 149.2
0, 46, 2, 63, 1, 5, 15, 1, 3.7, 40.55
1, 39, 3, 27, 0, 3, 10, 1, 3, 32.25
1, 34, 1, 22, 0, 5, 7, 0, 4.65, 29.35
1, 59, 1, 944, 0, 5, 67, 1, 26.75, 1837.55
1, 49, 1, 87, 0, 2, 70, 0, 25.6, 1841.85
1, 36, 3, 39, 1, 3, 50, 1, 13.15, 665.4
